sgRNA	Gene	MDA-MB-231-Reference	MDA-MB-231-Baseline	MDA-MB-231-Vehicle-1	MDA-MB-231-Vehicle-2	MDA-MB-231-Cpd-1	MDA-MB-231-Cpd-2
sg_255220_1	TXNDC8	522	687	419	911	681	481
sg_91445_3	RNF185	332	342	208	339	787	513
sg_54981_2	NMRK1	3382	4805	3272	5846	4272	3812
sg_8786_3	RGS11	1179	1312	859	2774	1921	2457
sg_4904_3	YBX1	1675	1266	477	386	528	651
sg_7567_4	ZNF19	1318	1339	1436	1481	1453	1604
sg_124842_2	TMEM132E	1005	1327	991	1139	819	1180
sg_79946_4	C10orf95	1694	2641	2714	3467	3063	3747
sg_23239_1	PHLPP1	2183	2938	3056	4704	4036	5485
sg_80326_2	WNT10A	588	505	1045	905	705	502
sg_6523_3	SLC5A1	1268	1776	1121	1239	1080	1655
sg_55796_4	MBNL3	704	1010	750	1436	1132	1335
sg_245910_2	DEFB107A	1023	1120	1490	1177	1694	1877
sg_10232_4	MSLN	337	269	43	218	263	149
sg_92345_4	NAF1	1658	1537	542	1204	540	745
sg_199857_2	ALG14	2089	1292	549	1524	541	1473
sg_221927_1	BRAT1	895	1010	432	550	783	446
sg_2957_1	GTF2A1	1574	513	238	434	490	533
sg_10636_4	RGS14	2185	2430	2646	2781	3923	2979
sg_100533997_2	MAGEA10-MAGEA5	785	1265	586	1064	1240	674
sg_353345_1	GPR141	1623	2000	1497	2744	1676	1952
sg_83464_2	APH1B	1523	1325	710	2292	2239	2471
sg_54905_2	CYP2W1	864	1108	651	892	649	374
sg_6567_2	SLC16A2	1755	3356	2055	3472	2681	2984
sg_148534_1	TMEM56	1285	1563	994	1557	1189	1667
sg_83872_2	HMCN1	2289	2834	2470	4450	5845	3805
sg_79683_4	ZDHHC14	475	360	544	627	210	190
sg_1798_4	DPAGT1	1319	1056	0	47	0	0
sg_5806_1	PTX3	2298	3782	5254	6907	6906	7148
sg_10465_3	PPIH	604	528	807	684	124	275
sg_10495_3	ENOX2	2086	2594	3001	4297	3225	3426
sg_79178_4	THTPA	912	1214	474	1182	747	965
sg_339451_4	KLHL17	517	737	339	1053	550	878
sg_29924_2	EPN1	2419	3149	3487	3535	2902	2871
sg_644019_4	CBWD6	2647	3429	4959	7954	5184	6058
sg_27304_3	MOCS3	888	770	42	22	200	215
sg_7345_4	UCHL1	2563	3238	5118	7506	5143	6416
sg_100505549_3	LOC100505549	2460	2779	2036	3280	3666	2930
sg_641371_4	ACOT1	294	288	145	225	110	409
sg_51733_3	UPB1	875	632	713	832	1582	953
sg_7283_1	TUBG1	1789	892	0	67	6	0
sg_23108_4	RAP1GAP2	1364	1585	942	1887	1169	1478
sg_1291_1	COL6A1	1480	1785	3026	2430	1459	2660
sg_343173_4	OR2T3	1065	1073	659	1209	1399	647
sg_3200_3	HOXA3	1676	1764	1151	2238	1104	1154
sg_55835_4	CENPJ	2046	2501	2388	1836	908	3031
sg_2902_3	GRIN1	953	1135	434	1198	1028	510
sg_153222_1	CREBRF	1064	1183	639	563	771	890
sg_23641_4	LDOC1	1920	2183	1137	3383	1940	1918
sg_729384_2	TRIM49D2	2431	2023	1327	1520	1525	2035
sg_728369_4	USP17L24	1578	885	7	67	89	59
sg_125113_4	KRT222	1136	963	1008	1342	653	1439
sg_122525_2	C14orf28	1511	1184	793	970	1178	1301
sg_100169851_1	PATE3	1641	2459	1072	1592	1048	1048
sg_7922_3	SLC39A7	1672	432	267	89	74	168
sg_8349_3	HIST2H2BE	1042	1219	457	508	949	871
sg_11172_1	INSL6	943	940	476	1763	1236	1193
sg_55257_4	MRGBP	1492	1603	1429	1690	2849	2277
sg_100533997_4	MAGEA10-MAGEA5	1559	2188	1683	2868	3400	2658
sg_2554_3	GABRA1	1482	1599	1417	1608	749	798
sg_5917_2	RARS	1397	436	0	0	1	0
sg_84929_1	FIBCD1	1106	952	596	1065	1725	568
sg_26051_3	PPP1R16B	2112	2680	3149	5118	4518	3858
sg_341405_4	ANKRD33	1308	971	1441	899	1194	556
sg_5701_1	PSMC2	1226	229	149	322	152	312
sg_4760_1	NEUROD1	2313	3596	3300	4384	3110	4222
sg_133383_3	SETD9	1761	2651	1522	2534	2438	2398
sg_5026_3	P2RX5	357	277	283	370	537	187
sg_246176_2	GAS2L2	1363	1898	2152	1929	1770	1784
sg_56139_1	PCDHA10	1074	1587	1334	2092	1503	1736
sg_9911_1	TMCC2	2146	3057	2697	4561	3391	3172
sg_29998_1	GLTSCR1	1641	2107	2105	2411	1869	2545
sg_6629_4	SNRPB2	487	523	361	953	222	312
sg_6944_4	VPS72	1155	1009	473	745	970	567
sg_7372_4	UMPS	1347	1346	121	133	83	48
sg_257177_4	CFAP126	1092	833	715	830	791	459
sg_57418_2	WDR18	2068	1117	70	112	75	125
sg_2188_1	FANCF	596	726	542	459	184	266
sg_64757_2	MARC1	3741	5770	5618	7043	8007	7094
sg_173_3	AFM	711	777	626	1662	777	319
sg_54600_1	UGT1A9	1266	1458	2674	2091	2266	2380
sg_3872_3	KRT17	1614	550	22	9	0	0
sg_339512_2	C1orf110	1399	1891	2170	3223	1980	1658
sg_23024_3	PDZRN3	874	755	306	415	389	538
sg_3914_2	LAMB3	1479	1951	2434	4085	2776	3119
sg_146723_3	C17orf77	831	1285	1054	1671	1151	1614
sg_221830_2	TWISTNB	732	159	0	0	0	0
sg_5201_3	PFDN1	1067	1113	107	157	175	178
sg_57209_3	ZNF248	1913	2400	2063	2843	4389	5294
sg_3635_3	INPP5D	975	964	1228	887	1097	1703
sg_283933_1	ZNF843	1844	1741	2254	2763	2318	2175
sg_4647_1	MYO7A	1594	2217	2026	2114	1712	2199
sg_51545_2	ZNF581	969	956	477	529	355	869
sg_3886_4	KRT35	2221	2868	2973	4516	4419	3466
sg_84547_4	PGBD1	1615	1586	1754	1715	2460	2314
sg_441669_3	OR4Q3	1786	1944	1971	1547	1111	1295
sg_401190_2	RGS7BP	2182	1825	1931	2034	2212	1674
sg_6456_1	SH3GL2	1308	1726	3533	5472	5249	5461
sg_140453_3	MUC17	544	742	904	1744	1103	1383
sg_11074_3	TRIM31	850	1439	1284	1177	1736	1521
sg_100130519_3	TMEM221	3918	5760	8459	11407	10960	11694
sg_81693_4	AMN	1409	1752	1949	3659	3546	3065
sg_64426_4	SUDS3	1290	1021	374	1177	817	747
sg_55958_4	KLHL9	2661	3186	4494	7280	5925	7373
sg_9980_1	DOPEY2	1154	1853	1813	4613	3469	2824
sg_1135_3	CHRNA2	1066	1091	960	1406	1095	1199
sg_51575_2	ESF1	1007	550	99	240	133	442
sg_54212_4	SNTG1	1927	2877	3442	5720	3813	3667
sg_8493_1	PPM1D	604	800	587	862	629	694
sg_84833_1	USMG5	1947	2626	2731	3487	3186	3857
sg_27289_4	RND1	1255	1603	1806	2871	2516	2230
sg_145942_4	TMCO5A	1829	1241	832	1526	1472	1176
sg_84062_2	DTNBP1	1721	1611	652	1389	1435	1005
sg_9988_3	DMTF1	2575	3047	1073	2104	1271	1288
sg_728405_3	USP17L29	913	408	38	18	9	17
sg_6605_3	SMARCE1	1919	3534	4673	5070	3647	4061
sg_3604_2	TNFRSF9	698	607	380	596	232	455
sg_55351_2	STK32B	1066	1183	433	1292	548	945
sg_645811_1	CCDC154	1432	1791	1637	3000	2769	2491
sg_1795_1	DOCK3	840	931	683	1635	776	750
sg_727851_4	RGPD8	277	106	0	0	0	0
sg_7064_3	THOP1	1115	1383	2472	2369	2456	2130
sg_328_3	APEX1	1755	1961	1069	2004	924	993
sg_57569_4	ARHGAP20	496	796	679	1164	858	1326
sg_79670_4	ZCCHC6	553	361	90	194	94	74
sg_22980_3	TCF25	1324	1995	1773	3221	3282	2659
sg_54995_4	OXSM	2538	3419	846	1147	687	1055
sg_29799_4	YPEL1	2130	1851	1228	2049	2192	1130
sg_83992_1	CTTNBP2	1389	1104	1086	1775	1805	1426
sg_10682_4	EBP	1269	1379	1582	850	1348	775
sg_129401_4	NUP35	1151	713	77	231	113	124
sg_1983_3	EIF5	1006	188	0	0	1	0
sg_3313_1	HSPA9	2400	696	0	1	20	68
sg_11212_4	PROSC	1479	1734	872	2858	2229	1817
sg_25880_1	TMEM186	764	610	591	653	534	637
sg_10714_1	POLD3	2198	1045	62	118	83	131
sg_29951_3	PDZRN4	2285	2201	1962	3709	3168	2117
sg_3305_3	HSPA1L	729	861	898	1081	1182	1112
sg_3310_2	HSPA6	725	972	1651	2139	2330	1544
sg_79791_3	FBXO31	709	613	365	637	476	814
sg_414328_4	IDNK	941	963	363	796	635	358
sg_339324_4	ZNF260	1207	2437	2693	3489	2956	2952
sg_9543_2	IGDCC3	3563	4187	3786	5446	5365	4318
sg_9702_2	CEP57	552	526	179	257	93	122
sg_1627_1	DBN1	1610	1274	1040	1945	1331	1552
sg_79034_3	C7orf26	644	537	0	1	0	0
sg_145788_1	C15orf65	920	935	723	839	875	918
sg_904_2	CCNT1	1870	1344	1378	1859	2074	2823
sg_23460_4	ABCA6	974	1273	1379	2081	1531	2071
sg_401427_2	OR2A7	1015	1039	544	887	731	479
sg_8807_4	IL18RAP	636	489	24	232	134	428
sg_9841_3	ZBTB24	1035	1022	525	606	1192	1067
sg_2869_4	GRK5	2390	3076	2839	3777	3430	3836
sg_340533_2	KIAA2022	2499	3471	3365	4419	5208	5072
sg_114883_3	OSBPL9	1146	1154	479	557	844	623
sg_22834_4	ZNF652	1462	1594	2190	2553	1886	3799
sg_93034_2	NT5C1B	1523	1752	1066	2025	1387	1133
sg_NTC_494	Non_Targeting_Control_494	3300	4797	28371	33215	25750	25210
sg_57470_2	LRRC47	1343	1485	1012	1674	2327	1602
sg_100131303_3	LOC100131303	714	622	321	541	484	869
sg_10575_2	CCT4	1758	252	0	0	15	0
sg_25973_4	PARS2	1961	2099	3	30	120	2
sg_149297_3	FAM78B	719	892	412	491	385	493
sg_389860_4	PAGE2B	799	775	545	743	1178	554
sg_3730_1	ANOS1	335	408	302	281	231	122
sg_7581_2	ZNF33A	1775	2064	2091	4375	1631	2569
sg_100134938_4	UPK3BL	3114	3299	2944	5089	3981	3661
sg_4619_1	MYH1	967	1273	972	2016	1624	2194
sg_494119_2	SPANXN2	1195	1503	1147	1810	2250	2601
sg_1016_1	CDH18	1332	1398	996	2673	3175	2503
sg_11276_2	SYNRG	1040	947	1745	1183	2578	1317
sg_3835_3	KIF22	517	662	948	545	1646	805
sg_58190_1	CTDSP1	3193	2987	2626	4917	3691	2928
sg_763_2	CA5A	3070	3274	1746	2891	1920	2404
sg_51635_1	DHRS7	1444	1330	1511	2219	2796	1941
sg_100288695_2	LIMS3L	1547	1055	202	1259	467	398
sg_8736_2	MYOM1	2829	3544	2898	4825	4175	3798
sg_100463482_4	MTRNR2L6	778	756	270	343	232	782
sg_26219_2	OR1J4	1271	1296	752	1307	956	616
sg_23314_2	SATB2	2311	2195	1233	2455	3024	2692
sg_10777_3	ARPP21	2393	2387	2391	3074	3286	2171
sg_130951_2	M1AP	1096	1170	1804	690	2329	940
sg_346689_1	KLRG2	3189	3619	4707	4751	4021	5273
sg_79794_2	C12orf49	4397	3631	1123	1064	746	478
sg_6996_2	TDG	1499	2184	3918	6093	4023	3389
sg_127833_1	SYT2	1340	1590	1707	1535	705	1887
sg_1652_4	DDT	412	395	286	273	613	698
sg_1149_3	CIDEA	625	665	1199	621	561	555
sg_57593_2	EBF4	983	1413	1932	2728	1745	1906
sg_81788_3	NUAK2	2014	2907	3962	4219	4190	4045
sg_83889_2	WDR87	1093	980	185	1015	576	618
sg_57461_1	ISY1	731	140	8	157	12	217
sg_8455_2	ATRN	1359	1192	783	1651	1778	2038
sg_51433_3	ANAPC5	1736	1521	445	548	464	535
sg_7482_4	WNT2B	602	403	663	1440	618	852
sg_7799_2	PRDM2	1388	1383	1565	1302	1033	1208
sg_55197_1	RPRD1A	1204	1430	1296	3321	2552	2380
sg_221545_3	C6orf136	941	774	833	1543	1007	926
sg_6920_2	TCEA3	686	674	1785	1056	622	385
sg_286075_1	ZNF707	763	1152	1019	907	749	1272
sg_392636_4	AGMO	768	813	669	1356	1030	1373
sg_388886_3	LRRC75B	1097	1135	2452	2724	1561	2020
sg_83706_1	FERMT3	887	1208	1648	1989	1821	1681
sg_5595_3	MAPK3	753	617	932	864	628	699
sg_54955_4	C1orf109	950	858	35	70	0	0
sg_79738_4	BBS10	2542	2036	2107	2356	3426	2632
sg_84444_1	DOT1L	1048	1284	491	727	170	279
sg_51278_3	IER5	2281	3131	3404	6204	3309	3342
sg_83903_2	GSG2	722	737	475	459	257	604
sg_58486_3	ZBED5	1368	1536	1304	1818	2040	2151
sg_51599_3	LSR	3062	5208	6056	7882	7626	8035
sg_23403_1	FBXO46	1044	1386	1211	1613	1523	1282
sg_5783_3	PTPN13	587	989	582	1356	2265	1370
sg_582_4	BBS1	1539	1433	928	1637	1668	1038
sg_26269_3	FBXO8	306	450	1201	932	831	1520
sg_10763_2	NES	1186	1015	841	487	808	1502
sg_84628_4	NTNG2	947	808	387	923	583	443
sg_25831_1	HECTD1	1421	1600	716	1197	1144	969
sg_29915_2	HCFC2	955	1826	3648	4600	4202	5659
sg_646892_3	SH2D7	851	729	384	338	1166	858
sg_150681_3	OR6B3	711	627	334	576	253	468
sg_9394_3	HS6ST1	1652	1979	3514	4945	3339	5437
sg_57091_2	CASS4	2341	2604	1716	2464	2184	3526
sg_482_3	ATP1B2	2640	3620	4169	4612	4595	5019
sg_5540_4	NPY4R	2250	1725	898	1180	1584	810
sg_493753_1	COA5	1599	1204	0	13	3	13
sg_353142_1	LCE3A	529	686	362	857	1179	1486
sg_125336_2	LOXHD1	717	1241	1339	2188	2062	1764
sg_51619_1	UBE2D4	1405	1799	1528	2266	1736	1036
sg_9949_4	AMMECR1	1203	2003	3173	3986	7201	4076
sg_7572_2	ZNF24	2335	2442	2431	2928	2893	2904
sg_57677_3	ZFP14	2899	3469	2923	4784	4428	3090
sg_54555_1	DDX49	243	268	227	86	339	28
sg_9066_4	SYT7	562	865	1216	1282	900	850
sg_114780_3	PKD1L2	816	995	305	1330	1185	1563
sg_6601_4	SMARCC2	1031	786	953	1850	958	1200
sg_8503_2	PIK3R3	1462	1298	1398	2768	1560	2014
sg_57215_1	THAP11	2565	1968	845	1773	1829	1649
sg_10902_4	BRD8	938	637	596	552	270	211
sg_203074_2	PRSS55	1362	1693	1645	2298	2707	2123
sg_8495_3	PPFIBP2	1250	1597	1252	1610	1474	1863
sg_4710_2	NDUFB4	918	786	123	211	196	268
sg_8805_3	TRIM24	749	793	888	1134	614	725
sg_57758_4	SCUBE2	2441	2514	2006	2486	3023	2759
sg_84631_4	SLITRK2	979	1101	946	1077	499	1281
sg_3779_4	KCNMB1	1902	1850	2901	2213	1767	1429
sg_8468_3	FKBP6	656	986	967	1372	1635	1309
sg_22859_3	ADGRL1	1910	2163	2375	4112	3835	2950
sg_83696_3	TRAPPC9	761	631	177	392	521	603
sg_786_2	CACNG1	1020	1099	1183	864	1010	1066
sg_22863_2	ATG14	1590	1580	662	1868	1480	850
sg_79572_3	ATP13A3	1220	1437	1151	1069	1273	1248
sg_1600_3	DAB1	1919	2548	1704	3529	2865	1828
sg_4131_3	MAP1B	1799	2224	1775	2023	1099	1456
sg_374618_1	TEX9	3115	4403	4808	7664	4948	3973
sg_55829_2	VIMP	819	1323	1360	2485	2837	1878
sg_113457_4	TUBA3D	1914	2131	2143	3508	3043	1702
sg_341880_1	SLC35F4	1857	2346	1304	1562	1815	1760
sg_148789_1	B3GALNT2	2094	1857	1967	2513	2267	2046
sg_3420_3	IDH3B	916	1062	1419	2241	1181	1599
sg_57054_2	DAZ3	1017	1197	2815	2557	3342	2601
sg_55511_3	SAGE1	786	1235	867	1264	1074	1204
sg_338674_2	OR5F1	801	1187	722	2053	1623	2493
sg_89885_3	FATE1	1741	2716	2242	3025	2543	3313
sg_8776_2	MTMR1	2374	2972	3666	6494	4996	4197
sg_219432_4	OR4C6	1177	1418	1327	1127	827	817
sg_23471_1	TRAM1	2531	3519	2428	5161	2621	3897
sg_22938_1	SNW1	2122	187	10	0	45	50
sg_57465_1	TBC1D24	1872	2297	3379	6795	2841	3699
sg_3990_2	LIPC	765	595	663	567	509	630
sg_650_3	BMP2	325	368	273	576	187	313
sg_7079_2	TIMP4	2240	2471	3903	7218	3322	4399
sg_115727_4	RASGRP4	1188	1329	1461	2394	2289	3281
sg_653567_1	TMEM236	1043	1018	880	893	1070	1002
sg_6442_2	SGCA	2750	3231	2179	3142	2650	2482
sg_79893_1	GGNBP2	2283	2241	2619	5546	3733	3971
sg_164656_2	TMPRSS6	1384	1690	1441	2477	1909	2394
sg_3796_4	KIF2A	1627	1570	848	1484	1456	2202
sg_51451_2	LCMT1	1432	1324	13	385	89	177
sg_863_2	CBFA2T3	1290	1174	802	1244	587	1406
sg_1298_1	COL9A2	1646	1241	176	312	205	380
sg_26150_1	RIBC2	1111	2105	2079	3968	3064	4224
sg_64332_2	NFKBIZ	644	699	1453	1203	722	509
sg_343505_4	NBPF7	1368	1273	1364	2015	2005	1050
sg_27097_2	TAF5L	1822	2209	916	1199	598	1337
sg_9353_2	SLIT2	1234	1318	2823	3798	2419	2265
sg_6530_4	SLC6A2	889	814	339	377	559	665
sg_5343_2	PLGLB1	995	671	71	720	279	166
sg_55336_4	FBXL8	1384	1656	1229	1250	605	666
sg_83942_1	TSSK1B	925	585	329	296	244	274
sg_6504_1	SLAMF1	1331	1626	1357	1577	511	2080
sg_391123_1	VSIG8	425	316	525	149	142	133
sg_83756_3	TAS1R3	1307	1959	2576	3660	2059	2189
sg_158293_4	FAM120AOS	1219	1469	1148	1386	1865	1687
sg_83417_4	FCRL4	1520	1933	1612	3782	2189	1730
sg_2979_4	GUCA1B	1624	1560	1974	3590	3625	3219
sg_80148_2	PQLC1	519	731	693	1088	1151	944
sg_56034_2	PDGFC	2077	2575	3185	6753	5186	5445
sg_2928_3	GSC2	862	970	1048	1367	427	743
sg_4216_4	MAP3K4	508	914	982	1440	1143	1174
sg_2847_4	MCHR1	636	667	645	952	845	334
sg_58472_3	SQRDL	1216	1204	1507	3332	2326	3435
sg_90332_1	EXOC3L2	1089	1126	458	1555	814	557
sg_23176_3	SEPT8	2142	2205	2290	4210	2040	2399
sg_1947_3	EFNB1	468	643	494	630	615	466
sg_6665_3	SOX15	702	774	667	740	588	631
sg_80117_4	ARL14	1022	1469	2001	3036	2162	2025
sg_26260_1	FBXO25	1307	1572	2088	2151	2086	2479
sg_79798_4	ARMC5	1902	1960	187	310	529	105
sg_91893_2	FDXACB1	654	639	769	1415	667	346
sg_11193_1	WBP4	1030	1110	809	893	429	382
sg_5606_2	MAP2K3	1410	1619	883	1049	1451	1373
sg_83605_2	CCM2	870	995	316	1227	501	312
sg_2314_4	FLII	692	942	228	154	114	175
sg_6508_2	SLC4A3	2384	2121	1691	2848	1747	1361
sg_23196_2	FAM120A	1525	1488	606	903	577	1157
sg_27040_1	LAT	676	794	143	604	649	179
sg_1654_2	DDX3X	3171	469	14	0	0	62
sg_26212_3	OR2B6	944	739	762	644	1207	378
sg_10081_3	PDCD7	464	235	134	468	20	7
sg_9545_2	RAB3D	1807	988	844	689	680	1243
sg_26157_2	GIMAP2	1570	1749	2201	2000	2261	3097
sg_4293_3	MAP3K9	1081	1231	996	710	1137	845
sg_120793_1	OR56A4	1640	2061	3473	5733	3361	3589
sg_1543_3	CYP1A1	990	1239	1095	1533	1102	916
sg_9467_3	SH3BP5	2236	2663	2100	4443	4496	4115
sg_7569_3	ZNF182	253	195	176	331	110	228
sg_164781_3	DAW1	1190	1237	2036	1730	820	2137
sg_11216_1	AKAP10	1441	1878	919	3226	2425	2961
sg_130271_4	PLEKHH2	515	622	136	451	281	46
sg_2118_4	ETV4	923	636	1168	1707	1481	1571
sg_10799_1	RPP40	1235	1326	486	935	1345	1275
sg_135114_2	HINT3	1123	1462	1581	2531	1414	3268
sg_9170_1	LPAR2	2000	2246	2532	3277	3985	4011
sg_337985_1	KRTAP20-3	658	905	978	1493	1359	1159
sg_23660_4	ZKSCAN5	1271	1371	708	1931	1027	640
sg_8204_2	NRIP1	959	1633	2339	3015	2481	2848
sg_56971_2	CEACAM19	1537	1582	1220	3745	2387	1826
sg_392197_4	USP17L7	1442	1991	3348	4503	4230	5932
sg_54468_4	MIOS	1089	1258	760	1579	1095	1339
sg_55291_3	PPP6R3	1095	671	52	1	35	106
sg_5342_1	PLGLB2	1947	1614	1124	953	445	1279
sg_6482_4	ST3GAL1	1622	1193	659	1443	980	981
sg_6804_1	STX1A	2468	4583	4539	7074	5025	9078
sg_9440_4	MED17	1179	525	178	235	403	431
sg_8187_4	ZNF239	760	912	524	592	377	381
sg_90321_3	ZNF766	799	693	250	774	802	397
sg_7699_3	ZNF140	1234	1409	2032	2116	1239	1793
sg_347411_2	MPC1L	1027	1237	1391	4300	1024	1521
sg_85508_1	SCRT2	2701	3389	3544	6046	4006	4939
sg_9609_1	RAB36	1122	1027	620	1281	1287	565
sg_26275_2	HIBCH	954	899	354	1018	498	945
sg_4833_4	NME4	3009	4042	4302	6467	6869	4975
sg_1414_2	CRYBB1	1603	1897	1576	1550	1949	1638
sg_5784_1	PTPN14	860	882	1351	3215	1327	721
sg_353134_2	LCE1D	2110	1934	947	1527	1068	1416
sg_80317_2	ZKSCAN3	1049	859	342	474	269	177
sg_9278_1	ZBTB22	2415	2792	2230	2469	5336	2763
sg_83851_3	SYT16	1942	2171	1970	2195	2694	2885
sg_2673_1	GFPT1	1227	854	38	132	178	72
sg_4878_1	NPPA	1124	1327	1455	2062	1213	1172
sg_57659_4	ZBTB4	1244	1318	839	1958	1480	1919
sg_92002_3	FAM58A	1932	2445	105	258	310	43
sg_801_4	CALM1	1480	1365	1138	1565	1114	1275
sg_155038_1	GIMAP8	1014	1424	1010	1152	1222	991
sg_6041_1	RNASEL	1604	1890	2134	2256	1965	1566
sg_5691_1	PSMB3	2543	104	17	0	7	0
sg_401251_2	SAPCD1	1122	558	572	234	86	420
sg_22845_2	DOLK	1210	1802	77	107	38	94
sg_146852_4	ODF4	745	903	917	828	2114	1188
sg_100652758_1	LOC100652758	335	669	606	1314	286	781
sg_10227_2	MFSD10	669	883	940	1204	1209	1351
sg_5655_4	KLK10	1422	2416	4050	3936	4305	4196
sg_55325_3	UFSP2	2032	2934	307	652	528	275
sg_51052_3	PRLH	2756	4022	18256	21740	16760	13944
sg_4953_2	ODC1	669	644	488	426	328	949
sg_6810_3	STX4	3615	2898	1828	2374	1851	3253
sg_50937_4	CDON	1583	1579	2754	2132	3389	6518
sg_2944_3	GSTM1	2502	2914	4013	4641	5737	4915
sg_6434_1	TRA2B	3501	3618	1975	2482	1949	2211
sg_27065_4	NSG1	410	640	861	933	994	470
sg_10589_1	DRAP1	2072	1744	973	1599	1029	666
sg_2857_3	GPR34	1159	1529	1409	1658	1855	3066
sg_3680_3	ITGA9	1685	1830	2283	3585	3510	3590
sg_66002_2	CYP4F12	826	997	1034	1072	1899	1098
sg_4284_2	MIP	2144	1614	2236	4565	2575	2475
sg_24149_2	ZNF318	907	1116	508	1125	647	917
sg_85479_4	DNAJC5B	411	659	1030	1947	909	899
sg_261729_3	STEAP2	716	753	1014	1095	1206	1244
sg_389337_4	ARHGEF37	1154	1367	2862	3795	2245	2442
sg_401565_2	FAM166A	1542	1734	1763	2366	1639	1916
sg_11169_3	WDHD1	1533	1104	74	204	58	204
sg_4105_2	MAGEA6	915	903	892	1654	706	704
sg_27065_3	NSG1	531	604	219	461	949	51
sg_84660_3	CCDC62	1309	972	1280	1004	1027	1386
sg_2117_4	ETV3	343	339	133	223	181	123
sg_728464_1	METTL24	639	584	607	831	831	881
sg_135927_3	C7orf34	1079	1741	3018	2256	3246	3353
sg_653857_4	ACTR3C	1769	2515	2619	4434	3301	4750
sg_64927_3	TTC23	1896	2539	2503	5111	2070	2779
sg_10569_4	SLU7	1112	348	154	70	31	80
sg_51676_2	ASB2	1847	2520	2716	3822	3894	2835
sg_2768_4	GNA12	841	936	533	395	429	616
sg_728255_3	KRTAP1-4	362	536	226	566	723	573
sg_51650_2	MRPS33	2705	3003	666	369	525	747
sg_3857_2	KRT9	1003	975	433	932	599	410
sg_256309_1	CCDC110	2060	2568	3596	3740	2867	2353
sg_9241_4	NOG	2317	2670	2297	7150	5738	5676
sg_NTC_831	Non_Targeting_Control_831	1876	2119	2335	4287	4611	7041
sg_3452_2	IFNA21	1874	2387	3240	3867	3286	4505
sg_100529097_1	RPL36A-HNRNPH2	1168	1377	989	2311	1556	1707
sg_153328_4	SLC25A48	2179	2090	1150	1756	1492	1607
sg_10505_3	SEMA4F	1831	1525	941	1510	1779	1919
sg_3460_2	IFNGR2	348	449	154	603	726	258
sg_10750_4	GRAP	1546	1457	1200	1136	1748	1887
sg_9518_2	GDF15	2078	2118	1394	3798	2141	2352
sg_10955_4	SERINC3	981	860	1040	974	2087	1016
sg_100129792_1	CCDC152	1563	1933	1834	3646	3706	2962
sg_150726_1	FBXO41	1009	796	511	657	795	766
sg_120103_4	SLC36A4	677	776	353	893	842	392
sg_687_4	KLF9	947	1274	615	1304	338	937
sg_112744_4	IL17F	1996	1796	16746	18676	13601	14456
sg_3099_4	HK2	743	897	1065	908	757	758
sg_399474_1	TMEM200B	970	1337	2096	2356	1493	2474
sg_10637_1	LEFTY1	989	1402	1449	2456	1734	2626
sg_11005_2	SPINK5	373	462	177	1016	1012	546
sg_285533_1	RNF175	2019	2508	2586	4477	3325	2638
sg_27327_1	TNRC6A	1056	1285	519	569	635	661
sg_8367_3	HIST1H4E	1058	1570	1443	1743	1075	2033
sg_11282_3	MGAT4B	845	962	624	828	677	987
sg_26167_2	PCDHB5	966	958	689	1696	1405	3400
sg_400658_2	C18orf65	1916	2996	3526	5220	3530	3945
sg_26276_1	VPS33B	724	879	1106	1261	936	697
sg_9632_3	SEC24C	978	1112	1370	692	958	1550
sg_374977_4	MROH7	1133	1003	1788	2747	2272	2925
sg_246330_3	PELI3	1809	1693	995	1619	946	650
sg_10360_4	NPM3	700	871	1008	1182	1149	1474
sg_23542_4	MAPK8IP2	1699	1941	2819	4741	3852	2780
sg_221662_3	RBM24	2875	3058	3328	4854	3249	4444
sg_2643_2	GCH1	721	485	162	262	161	311
sg_50848_4	F11R	1792	2014	2621	2415	2620	2183
sg_7681_3	MKRN3	700	899	654	1833	825	525
sg_147700_2	KLC3	405	437	856	1093	550	729
sg_10881_2	ACTL7A	2161	3252	4635	7439	4495	3122
sg_100534599_3	ISY1-RAB43	2325	121	14	0	0	11
sg_440730_1	TRIM67	889	1157	1093	1795	1870	2053
sg_534_1	ATP6V1G2	2354	1654	1662	2131	1641	2098
sg_701_3	BUB1B	2260	1354	257	298	335	404
sg_26521_4	TIMM8B	1614	2253	2355	3992	2065	2197
sg_55223_1	TRIM62	1166	1643	2382	1517	1926	3433
sg_201161_3	CENPV	501	590	314	453	448	230
sg_79446_3	WDR25	897	718	160	274	183	102
sg_860_2	RUNX2	1257	1012	423	1346	1170	566
sg_169270_1	ZNF596	992	1194	513	1517	974	1225
sg_6581_3	SLC22A3	2114	2260	1522	2435	3003	2596
sg_64881_4	PCDH20	453	627	235	641	598	341
sg_8742_3	TNFSF12	1274	1834	2753	3478	3156	4684
sg_284948_2	SH2D6	1446	1688	2438	2484	4492	2171
sg_8614_4	STC2	1055	1269	1432	1671	2226	1231
sg_4085_1	MAD2L1	299	227	0	0	0	0
sg_140467_3	ZNF358	1714	2796	4176	6258	3337	4401
sg_127687_2	C1orf122	317	394	471	525	1209	1182
sg_128866_4	CHMP4B	2082	1081	13	51	89	30
sg_26235_1	FBXL4	1675	1753	1664	2992	3471	1465
sg_1476_2	CSTB	1295	1325	1180	1250	1288	1105
